0.022 0.021 0.022 0.019 0.021 0.022 0.038
0.021 0.023 0.021 0.022 0.021 0.022 10.057
0.021 0.022 0.023 0.023 0.020 0.021 20.073
0.023 0.020 0.022 0.022 0.022 0.021 30.093
0.022 0.021 0.021 0.022 0.021 0.020 40.125
0.023 0.022 0.022 0.022 0.023 0.022 50.147
0.021 0.022 0.023 0.023 0.022 0.023 60.170
0.023 0.021 0.023 0.022 0.022 0.022 70.191
0.023 0.023 0.022 0.022 0.022 0.022 80.209
0.024 0.023 0.022 0.022 0.022 0.025 90.231
0.023 0.022 0.023 0.024 0.023 0.024 100.250
0.024 0.023 0.024 0.024 0.024 0.024 110.272
0.024 0.023 0.024 0.024 0.024 0.022 120.295
0.025 0.024 0.024 0.024 0.023 0.023 130.318
0.024 0.025 0.025 0.025 0.024 0.024 140.336
0.025 0.025 0.024 0.024 0.024 0.025 150.358
0.025 0.025 0.025 0.024 0.023 0.023 160.381
0.026 0.024 0.025 0.024 0.025 0.026 170.404
0.026 0.024 0.026 0.026 0.024 0.025 180.422
0.024 0.024 0.026 0.024 0.024 0.026 190.445
0.026 0.023 0.026 0.027 0.024 0.026 200.459
0.025 0.026 0.026 0.027 0.026 0.026 210.481
0.024 0.026 0.026 0.025 0.026 0.027 220.498
0.027 0.025 0.027 0.026 0.025 0.027 230.527
0.024 0.027 0.027 0.027 0.027 0.028 240.546
0.027 0.027 0.025 0.028 0.027 0.026 250.568
0.027 0.028 0.024 0.027 0.028 0.027 260.589
0.027 0.026 0.027 0.028 0.027 0.028 270.611
0.027 0.027 0.027 0.027 0.027 0.027 280.632
