0.027 0.027 0.028 0.029 0.028 0.028 300.106
0.027 0.027 0.030 0.030 0.028 0.030 310.121
0.027 0.027 0.030 0.029 0.029 0.030 320.139
0.029 0.029 0.028 0.030 0.030 0.028 330.161
0.031 0.030 0.030 0.029 0.027 0.028 340.184
0.028 0.030 0.030 0.029 0.030 0.032 350.206
0.030 0.032 0.028 0.031 0.030 0.029 360.231
0.028 0.031 0.029 0.032 0.032 0.030 370.255
0.027 0.029 0.030 0.030 0.030 0.031 380.275
0.032 0.030 0.031 0.032 0.033 0.030 390.288
0.031 0.032 0.031 0.032 0.030 0.031 400.311
0.030 0.031 0.032 0.033 0.031 0.033 410.324
0.032 0.031 0.031 0.033 0.032 0.032 420.346
0.031 0.032 0.032 0.034 0.032 0.031 430.362
0.032 0.032 0.035 0.033 0.031 0.032 440.399
0.034 0.034 0.033 0.033 0.031 0.034 450.418
0.034 0.032 0.033 0.034 0.035 0.033 460.440
0.034 0.034 0.032 0.033 0.034 0.034 470.457
0.034 0.033 0.035 0.034 0.033 0.033 480.480
0.035 0.034 0.033 0.033 0.034 0.033 490.502
0.034 0.034 0.033 0.034 0.031 0.035 500.525
0.034 0.035 0.033 0.036 0.034 0.035 510.548
0.034 0.034 0.035 0.037 0.036 0.035 520.570
0.035 0.035 0.035 0.037 0.035 0.034 530.592
0.035 0.036 0.037 0.037 0.037 0.037 540.614
0.037 0.035 0.036 0.036 0.035 0.034 550.636
0.036 0.035 0.037 0.040 0.036 0.038 560.659
0.036 0.036 0.038 0.040 0.037 0.036 570.681
0.037 0.037 0.037 0.037 0.036 0.037 580.704
