0.138 0.136 0.125 0.118 0.161 0.151 3600.891
0.139 0.133 0.125 0.118 0.161 0.150 3610.910
0.139 0.138 0.124 0.120 0.161 0.150 3620.924
0.140 0.139 0.126 0.119 0.163 0.152 3630.946
0.140 0.139 0.126 0.121 0.162 0.153 3640.968
0.139 0.141 0.128 0.122 0.164 0.153 3651.087
0.141 0.141 0.127 0.124 0.166 0.156 3661.110
0.140 0.143 0.128 0.125 0.168 0.155 3671.132
0.143 0.143 0.127 0.124 0.169 0.157 3681.154
0.142 0.143 0.129 0.125 0.169 0.158 3691.177
0.144 0.144 0.129 0.125 0.172 0.158 3701.200
0.144 0.145 0.132 0.125 0.172 0.160 3711.222
0.145 0.148 0.130 0.128 0.172 0.162 3721.245
0.144 0.146 0.131 0.126 0.173 0.163 3731.268
0.144 0.147 0.131 0.129 0.174 0.163 3741.290
0.146 0.150 0.130 0.128 0.176 0.163 3751.313
0.147 0.152 0.130 0.128 0.177 0.164 3761.336
0.146 0.150 0.132 0.129 0.177 0.167 3771.358
0.149 0.154 0.133 0.130 0.177 0.167 3781.381
0.149 0.155 0.133 0.132 0.179 0.167 3791.403
0.149 0.156 0.136 0.131 0.180 0.167 3801.429
0.150 0.156 0.135 0.132 0.183 0.170 3811.449
0.151 0.156 0.136 0.134 0.184 0.169 3821.471
0.151 0.158 0.136 0.136 0.182 0.171 3831.513
0.151 0.160 0.137 0.134 0.186 0.173 3841.534
0.152 0.161 0.135 0.137 0.186 0.174 3851.557
0.153 0.157 0.135 0.135 0.187 0.174 3861.579
0.154 0.161 0.137 0.134 0.188 0.176 3871.602
0.153 0.161 0.137 0.138 0.190 0.177 3881.625
