0.123 0.140 0.098 0.101 0.188 0.167 4800.993
0.125 0.142 0.094 0.101 0.188 0.169 4811.011
0.124 0.142 0.095 0.103 0.188 0.169 4821.029
0.123 0.140 0.096 0.101 0.191 0.169 4831.052
0.125 0.141 0.098 0.100 0.188 0.170 4841.073
0.126 0.142 0.099 0.103 0.191 0.169 4851.096
0.123 0.143 0.096 0.101 0.190 0.173 4861.119
0.123 0.141 0.096 0.103 0.190 0.171 4871.184
0.125 0.143 0.095 0.102 0.190 0.173 4881.208
0.126 0.143 0.097 0.103 0.190 0.170 4891.231
0.126 0.143 0.095 0.102 0.189 0.171 4901.254
0.127 0.144 0.097 0.103 0.192 0.171 4911.276
0.126 0.143 0.095 0.104 0.194 0.172 4921.296
0.127 0.145 0.097 0.101 0.194 0.173 4931.318
0.127 0.143 0.098 0.100 0.195 0.173 4941.341
0.127 0.143 0.098 0.102 0.194 0.175 4951.363
0.126 0.143 0.096 0.104 0.194 0.173 4961.385
0.128 0.143 0.096 0.103 0.195 0.173 4971.408
0.127 0.144 0.097 0.103 0.197 0.175 4981.434
0.129 0.142 0.098 0.100 0.197 0.175 4991.459
0.129 0.144 0.096 0.102 0.197 0.175 5001.480
0.127 0.144 0.095 0.104 0.198 0.177 5011.499
0.128 0.141 0.098 0.103 0.200 0.177 5021.518
0.127 0.145 0.099 0.101 0.199 0.177 5031.541
0.129 0.144 0.097 0.103 0.199 0.178 5041.563
0.128 0.144 0.097 0.102 0.200 0.179 5051.580
0.131 0.145 0.096 0.102 0.200 0.178 5061.592
0.129 0.145 0.097 0.102 0.202 0.179 5071.614
0.130 0.143 0.098 0.104 0.203 0.180 5081.632
