0.140 0.147 0.125 0.124 0.172 0.162 3900.974
0.140 0.149 0.124 0.125 0.174 0.162 3910.995
0.139 0.150 0.121 0.125 0.175 0.163 3921.011
0.139 0.150 0.125 0.127 0.175 0.163 3931.033
0.141 0.152 0.125 0.124 0.176 0.165 3941.055
0.142 0.152 0.126 0.127 0.178 0.166 3951.078
0.141 0.152 0.125 0.127 0.178 0.167 3961.170
0.145 0.154 0.127 0.127 0.181 0.165 3971.193
0.144 0.154 0.127 0.127 0.181 0.166 3981.216
0.142 0.154 0.125 0.127 0.182 0.168 3991.238
0.143 0.156 0.126 0.127 0.181 0.168 4001.261
0.143 0.157 0.125 0.130 0.184 0.170 4011.284
0.143 0.156 0.125 0.128 0.186 0.170 4021.306
0.145 0.160 0.128 0.129 0.185 0.172 4031.329
0.145 0.161 0.127 0.128 0.187 0.172 4041.352
0.144 0.160 0.129 0.130 0.188 0.174 4051.376
0.146 0.161 0.128 0.131 0.188 0.176 4061.399
0.148 0.163 0.126 0.129 0.191 0.177 4071.421
0.148 0.163 0.127 0.129 0.191 0.178 4081.444
0.145 0.165 0.130 0.130 0.193 0.178 4091.466
0.150 0.166 0.128 0.131 0.191 0.177 4101.489
0.148 0.167 0.130 0.131 0.195 0.179 4111.512
0.149 0.165 0.127 0.131 0.195 0.183 4121.535
0.150 0.169 0.129 0.131 0.196 0.181 4131.557
0.150 0.168 0.128 0.130 0.196 0.181 4141.579
0.151 0.172 0.128 0.133 0.198 0.184 4151.601
0.151 0.174 0.129 0.133 0.197 0.183 4161.626
0.150 0.173 0.128 0.132 0.200 0.185 4171.648
0.152 0.176 0.129 0.132 0.202 0.187 4181.671
