2.410468319559228771e-04 -2.386363636363635771e-02
2.667682926829268494e-04 -4.935213414634147949e-02
1.348747591522158316e-04 -2.394026974951830866e-02
1.343570057581573935e-04 -1.309980806142033855e-02
1.776649746192893653e-04 -2.416243654822335454e-02
1.254930082466834055e-04 -2.340444603800646492e-02
1.956400223588597356e-04 -4.666014533258803360e-02
1.687560270009643391e-04 -4.472034715525553816e-02
2.123786407766990270e-04 -1.180825242718446660e-01
1.363459291001168933e-04 -3.265485001947800170e-02
1.827676240208877449e-04 -3.719321148825064510e-02
2.403846153846153980e-04 -1.971153846153846090e-02
1.777552056881666212e-04 -2.870746571863892066e-02
1.262626262626262896e-04 -2.436868686868687295e-02
1.511879049676025924e-04 -3.333693304535637753e-02
