0.031 0.030 0.031 0.030 0.030 0.031 1804.218
0.031 0.031 0.029 0.030 0.029 0.029 1814.320
0.031 0.030 0.029 0.029 0.029 0.031 1824.344
0.031 0.032 0.031 0.030 0.030 0.031 1834.368
0.030 0.032 0.032 0.032 0.030 0.030 1844.391
0.032 0.031 0.030 0.031 0.032 0.032 1854.414
0.032 0.031 0.033 0.030 0.030 0.032 1864.436
0.033 0.032 0.031 0.033 0.032 0.033 1874.458
0.034 0.033 0.033 0.035 0.032 0.034 1884.477
0.033 0.033 0.035 0.033 0.033 0.032 1894.496
0.034 0.035 0.035 0.033 0.034 0.032 1904.518
0.034 0.033 0.036 0.034 0.035 0.033 1914.533
0.035 0.034 0.033 0.034 0.033 0.033 1924.556
0.034 0.034 0.035 0.035 0.033 0.035 1934.576
0.036 0.035 0.035 0.036 0.034 0.034 1944.596
0.035 0.035 0.037 0.036 0.032 0.034 1954.613
0.034 0.034 0.037 0.035 0.036 0.036 1964.631
0.035 0.037 0.035 0.035 0.036 0.036 1974.654
0.037 0.039 0.036 0.036 0.036 0.036 1984.675
0.035 0.038 0.035 0.035 0.038 0.035 1994.697
0.035 0.036 0.037 0.037 0.036 0.036 2004.720
0.038 0.036 0.037 0.035 0.035 0.036 2014.742
0.039 0.038 0.037 0.037 0.037 0.037 2024.766
0.038 0.039 0.038 0.037 0.035 0.038 2034.789
0.038 0.039 0.038 0.038 0.038 0.038 2044.812
0.041 0.039 0.040 0.037 0.040 0.038 2054.835
0.041 0.038 0.039 0.038 0.039 0.039 2064.854
0.039 0.041 0.038 0.038 0.039 0.040 2074.879
0.041 0.040 0.039 0.039 0.039 0.040 2084.902
