0.078 0.077 0.079 0.080 0.078 0.077 3304.301
0.079 0.079 0.080 0.078 0.077 0.079 3314.330
0.080 0.080 0.081 0.079 0.080 0.080 3324.349
0.081 0.078 0.081 0.082 0.080 0.081 3334.786
0.081 0.080 0.083 0.083 0.081 0.081 3344.942
0.082 0.080 0.082 0.081 0.082 0.081 3354.966
0.083 0.080 0.085 0.083 0.081 0.081 3364.988
0.082 0.082 0.086 0.083 0.083 0.084 3375.011
0.084 0.085 0.084 0.085 0.084 0.085 3385.028
0.084 0.083 0.086 0.086 0.086 0.085 3395.051
0.086 0.086 0.087 0.085 0.088 0.084 3405.070
0.085 0.085 0.087 0.089 0.087 0.085 3415.090
0.086 0.087 0.091 0.088 0.087 0.088 3425.109
0.088 0.089 0.090 0.089 0.089 0.087 3435.132
0.088 0.090 0.091 0.089 0.090 0.087 3445.153
0.090 0.088 0.091 0.091 0.089 0.090 3455.173
0.092 0.091 0.092 0.095 0.092 0.089 3465.194
0.092 0.089 0.094 0.092 0.090 0.091 3475.212
0.092 0.091 0.093 0.094 0.094 0.090 3485.232
0.093 0.092 0.094 0.095 0.092 0.091 3495.251
0.093 0.093 0.095 0.095 0.093 0.094 3505.271
0.094 0.093 0.097 0.094 0.095 0.093 3515.292
0.097 0.095 0.096 0.098 0.095 0.095 3525.314
0.097 0.096 0.097 0.098 0.097 0.096 3535.335
0.098 0.097 0.099 0.100 0.098 0.096 3545.357
0.098 0.097 0.102 0.099 0.099 0.097 3555.380
0.100 0.099 0.102 0.100 0.098 0.098 3565.402
0.100 0.099 0.102 0.102 0.100 0.102 3575.423
0.102 0.099 0.103 0.102 0.101 0.102 3585.446
