0.126 0.172 0.126 0.126 0.120 0.151 5404.414
0.126 0.174 0.128 0.126 0.121 0.150 5414.436
0.126 0.172 0.127 0.127 0.121 0.150 5424.458
0.128 0.174 0.126 0.129 0.122 0.151 5434.477
0.125 0.173 0.129 0.127 0.123 0.154 5444.497
0.129 0.173 0.128 0.128 0.123 0.152 5454.516
0.127 0.176 0.130 0.128 0.122 0.152 5464.526
0.127 0.177 0.131 0.131 0.121 0.154 5474.545
0.129 0.180 0.131 0.130 0.123 0.153 5484.561
0.126 0.180 0.132 0.132 0.122 0.153 5494.581
0.128 0.181 0.130 0.132 0.122 0.153 5504.595
0.129 0.184 0.131 0.134 0.123 0.153 5514.608
0.127 0.181 0.134 0.134 0.125 0.154 5524.627
0.129 0.187 0.131 0.136 0.125 0.157 5534.656
0.128 0.185 0.133 0.136 0.124 0.156 5544.677
0.129 0.187 0.134 0.137 0.124 0.154 5554.700
0.130 0.190 0.135 0.138 0.124 0.155 5564.722
0.131 0.190 0.135 0.138 0.122 0.156 5574.730
0.130 0.192 0.134 0.140 0.123 0.156 5584.753
0.131 0.192 0.136 0.139 0.123 0.156 5594.774
0.133 0.193 0.136 0.139 0.125 0.157 5604.796
0.133 0.197 0.135 0.142 0.124 0.158 5614.819
0.135 0.198 0.137 0.141 0.124 0.157 5624.837
0.135 0.198 0.137 0.143 0.127 0.159 5634.854
0.136 0.201 0.139 0.143 0.125 0.158 5644.872
0.135 0.203 0.138 0.144 0.125 0.158 5654.895
0.137 0.204 0.138 0.146 0.125 0.160 5664.918
0.137 0.205 0.138 0.145 0.126 0.161 5674.938
0.138 0.207 0.139 0.148 0.125 0.159 5684.957
