0.118 0.127 0.119 0.119 0.116 0.122 4504.411
0.117 0.128 0.119 0.119 0.118 0.120 4514.436
0.120 0.128 0.120 0.121 0.118 0.123 4524.459
0.119 0.130 0.122 0.120 0.118 0.123 4534.481
0.120 0.130 0.121 0.119 0.118 0.122 4544.505
0.119 0.131 0.120 0.120 0.121 0.126 4554.532
0.119 0.132 0.122 0.121 0.121 0.125 4564.552
0.123 0.133 0.123 0.121 0.120 0.127 4574.571
0.123 0.135 0.123 0.122 0.120 0.128 4584.592
0.123 0.136 0.123 0.122 0.119 0.130 4594.613
0.121 0.136 0.124 0.123 0.122 0.129 4604.635
0.125 0.136 0.126 0.125 0.121 0.131 4614.657
0.124 0.138 0.124 0.123 0.123 0.131 4624.680
0.123 0.139 0.123 0.125 0.123 0.132 4634.696
0.123 0.142 0.126 0.123 0.123 0.135 4644.718
0.125 0.140 0.127 0.125 0.124 0.133 4654.741
0.124 0.142 0.127 0.125 0.125 0.135 4664.763
0.126 0.145 0.127 0.125 0.124 0.135 4674.786
0.128 0.145 0.128 0.127 0.124 0.135 4684.804
0.125 0.145 0.126 0.126 0.125 0.136 4694.839
0.125 0.146 0.129 0.129 0.125 0.137 4704.862
0.128 0.149 0.129 0.129 0.125 0.138 4714.883
0.126 0.148 0.130 0.129 0.125 0.139 4724.904
0.129 0.149 0.130 0.128 0.128 0.140 4734.926
0.127 0.151 0.131 0.129 0.127 0.140 4744.947
0.130 0.152 0.132 0.130 0.129 0.143 4754.965
0.131 0.152 0.133 0.129 0.129 0.143 4764.988
0.130 0.154 0.134 0.130 0.130 0.143 4775.011
0.131 0.154 0.133 0.131 0.130 0.144 4785.034
